"ID" "nazov.skoly" "adresa" "obec" "okres" "zriadovateľ" "skupina.odborov.cislo" "skupina.odborov" "odbor" "odbor.nazov" "Forma" "Druh" "stupen.vzdelania" "Dĺžka" "Jazyk" "1." "2." "3." "4." "5." "6." "7." "8." "žiaci.spolu" "novoprijatí.1..ročník.2017" "absolventi.2017" "odborný.výcvik.a.prax" "predpokladani.absolventi.máj.2018" "lat" "lng"
"181" "32" "Stredná priemyselná škola Samuela Mikovíniho" "Akademická 13" "Banská Štiavnica" "BS" "BBSK" 82 "Umenie a umeleckoremeselná tvorba I" "8298M00" "odevný dizajn                                               " "D" "3V" "M" 4 "S " 9 10 5 0 0 0 0 0 24 9 2 15 0 18.897997 48.4602618
"182" "33" "Spojená škola" "Štúrova 848" "Detva" "DT" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2433H00" "obrábač kovov                                               " "D" "2V" "H" 3 "S " 0 0 11 0 0 0 0 0 11 0 0 11 11 19.4028245 48.542607
"183" "33" "Spojená škola" "Štúrova 848" "Detva" "DT" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2487H01" "autoopravár - mechanik                                      " "D" "2V" "H" 3 "S " 0 0 9 0 0 0 0 0 9 0 15 9 9 19.4028245 48.542607
"184" "33" "Spojená škola" "Štúrova 848" "Detva" "DT" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2411K00" "mechanik nastavovač                                         " "D" "3V" "K" 4 "S " 26 23 13 19 0 0 0 0 81 23 17 81 19 19.4028245 48.542607
"185" "33" "Spojená škola" "Štúrova 848" "Detva" "DT" "BBSK" 26 "Elektrotechnika" "2697K00" "mechanik elektrotechnik                                     " "D" "3V" "K" 4 "S " 8 7 9 0 0 0 0 0 24 8 0 24 0 19.4028245 48.542607
"186" "33" "Spojená škola" "Štúrova 848" "Detva" "DT" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6317M00" "obchodná akadémia                                           " "D" "3V" "M" 4 "S " 21 20 32 30 0 0 0 0 103 20 27 0 30 19.4028245 48.542607
"187" "34" "Stredná odborná škola obchodu a služieb" "M. R. Štefánika 8" "Krupina" "KA" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2478F00" "strojárska výroba                                           " "D" "1P" "F" 2 "S " 8 0 0 0 0 0 0 0 8 8 3 8 0 19.0687755 48.3491807
"188" "34" "Stredná odborná škola obchodu a služieb" "M. R. Štefánika 8" "Krupina" "KA" "BBSK" 29 "Potravinárstvo" "2982F00" "potravinárska výroba                                        " "D" "1P" "F" 2 "S " 10 6 0 0 0 0 0 0 16 6 2 16 6 19.0687755 48.3491807
"189" "34" "Stredná odborná škola obchodu a služieb" "M. R. Štefánika 8" "Krupina" "KA" "BBSK" 29 "Potravinárstvo" "2982L02" "potravinárska výroba - pekárska a cukrárska výroba          " "D" "4V" "L" 2 "S " 0 0 0 0 0 0 0 0 0 0 5 0 0 19.0687755 48.3491807
"190" "34" "Stredná odborná škola obchodu a služieb" "M. R. Štefánika 8" "Krupina" "KA" "BBSK" 37 "Doprava, pošty a telekomunikácia" "3757L00" "dopravná prevádzka                                          " "D" "4V" "L" 2 "S " 0 0 0 0 0 0 0 0 0 0 4 0 0 19.0687755 48.3491807
"191" "34" "Stredná odborná škola obchodu a služieb" "M. R. Štefánika 8" "Krupina" "KA" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6403L00" "podnikanie v remeslách a službách                           " "D" "4V" "L" 2 "S " 0 8 0 0 0 0 0 0 8 0 2 0 8 19.0687755 48.3491807
"192" "34" "Stredná odborná škola obchodu a služieb" "M. R. Štefánika 8" "Krupina" "KA" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2487H01" "autoopravár - mechanik                                      " "D" "2V" "H" 3 "S " 18 8 10 0 0 0 0 0 36 18 8 36 10 19.0687755 48.3491807
"193" "34" "Stredná odborná škola obchodu a služieb" "M. R. Štefánika 8" "Krupina" "KA" "BBSK" 29 "Potravinárstvo" "2964H00" "cukrár                                                      " "D" "2V" "H" 3 "S " 0 9 8 0 0 0 0 0 17 0 7 17 8 19.0687755 48.3491807
"194" "34" "Stredná odborná škola obchodu a služieb" "M. R. Štefánika 8" "Krupina" "KA" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2413K00" "mechanik strojov a zariadení                                " "D" "3V" "K" 4 "S " 10 6 9 10 0 0 0 0 35 10 8 35 10 19.0687755 48.3491807
"195" "34" "Stredná odborná škola obchodu a služieb" "M. R. Štefánika 8" "Krupina" "KA" "BBSK" 29 "Potravinárstvo" "2977H00" "cukrár kuchár                                               " "D" "2V" "H" 4 "S " 24 18 0 0 0 0 0 0 42 21 0 42 0 19.0687755 48.3491807
"196" "34" "Stredná odborná škola obchodu a služieb" "M. R. Štefánika 8" "Krupina" "KA" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6317M00" "obchodná akadémia                                           " "D" "3V" "M" 4 "S " 6 9 10 11 0 0 0 0 36 4 12 21 11 19.0687755 48.3491807
"197" "35" "Obchodná akadémia" "Lúčna 4" "Lučenec" "LC" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6317M00" "obchodná akadémia                                           " "D" "3V" "M" 4 "S " 54 53 56 54 0 0 0 0 217 54 58 110 54 19.6580363 48.3265957
"198" "36" "Pedagogická a sociálna akadémia - Pedagógiai és Szociális Akadémia" "Komenského 12" "Lučenec" "LC" "BBSK" 76 "Učiteľstvo" "7649M00" "učiteľstvo pre materské školy a vychovávateľstvo            " "D" "3V" "M" 4 "S " 48 55 58 49 0 0 0 0 210 48 35 210 49 19.6661292 48.3261822
"199" "36" "Pedagogická a sociálna akadémia - Pedagógiai és Szociális Akadémia" "Komenského 12" "Lučenec" "LC" "BBSK" 76 "Učiteľstvo" "7649M00" "učiteľstvo pre materské školy a vychovávateľstvo            " "D" "3V" "M" 4 "M " 19 18 25 24 0 0 0 0 86 19 9 86 24 19.6661292 48.3261822
"200" "36" "Pedagogická a sociálna akadémia - Pedagógiai és Szociális Akadémia" "Komenského 12" "Lučenec" "LC" "BBSK" 76 "Učiteľstvo" "7661M00" "sociálno-výchovný pracovník                                 " "D" "3V" "M" 4 "S " 0 15 19 14 0 0 0 0 48 0 21 48 14 19.6661292 48.3261822
"201" "36" "Pedagogická a sociálna akadémia - Pedagógiai és Szociális Akadémia" "Komenského 12" "Lučenec" "LC" "BBSK" 76 "Učiteľstvo" "7662M00" "animátor voľného času                                       " "D" "3V" "M" 4 "S " 0 0 0 14 0 0 0 0 14 0 11 14 14 19.6661292 48.3261822
"202" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2414L01" "strojárstvo-výroba,montáž a oprava prístrojov,stro          " "D" "4V" "L" 2 "S " 0 6 0 0 0 0 0 0 6 0 0 6 6 19.8224753 48.2761787
"203" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2414L01" "strojárstvo-výroba,montáž a oprava prístrojov,stro          " "E" "4V" "L" 2 "S " 0 0 0 0 0 0 0 0 0 0 1 0 0 19.8224753 48.2761787
"204" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 26 "Elektrotechnika" "2675L02" "elektrotechnika-výroba a prevádzka strojov a zaria          " "E" "4V" "L" 2 "S " 0 0 0 0 0 0 0 0 0 0 7 0 0 19.8224753 48.2761787
"205" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2478F00" "strojárska výroba                                           " "D" "1P" "F" 2 "S " 23 14 0 0 0 0 0 0 37 23 2 37 14 19.8224753 48.2761787
"206" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 31 "Textil a odevníctvo" "3178F00" "výroba konfekcie                                            " "D" "1P" "F" 2 "S " 12 9 0 0 0 0 0 0 21 11 2 21 9 19.8224753 48.2761787
"207" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 33 "Spracúvanie dreva a výroba hudobných nástrojov" "3347L00" "drevárska a nábytkárska výroba                              " "D" "4V" "L" 2 "S " 0 6 0 0 0 0 0 0 6 0 0 6 6 19.8224753 48.2761787
"208" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 33 "Spracúvanie dreva a výroba hudobných nástrojov" "3347L00" "drevárska a nábytkárska výroba                              " "E" "4V" "L" 2 "S " 4 0 0 0 0 0 0 0 4 4 0 4 0 19.8224753 48.2761787
"209" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 37 "Doprava, pošty a telekomunikácia" "3757L00" "dopravná prevádzka                                          " "E" "4V" "L" 2 "S " 3 0 0 0 0 0 0 0 3 3 0 3 0 19.8224753 48.2761787
"210" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 45 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka II" "4512L00" "poľnohospodárstvo                                           " "E" "4V" "L" 2 "S " 5 0 0 0 0 0 0 0 5 5 0 5 0 19.8224753 48.2761787
"211" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6476L00" "technicko-ekonomický pracovník                              " "D" "4V" "L" 2 "S " 0 3 0 0 0 0 0 0 3 0 0 3 3 19.8224753 48.2761787
"212" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6476L00" "technicko-ekonomický pracovník                              " "E" "4V" "L" 2 "S " 7 0 0 0 0 0 0 0 7 5 0 7 0 19.8224753 48.2761787
"213" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2487H01" "autoopravár - mechanik                                      " "D" "2V" "H" 3 "S " 0 7 8 0 0 0 0 0 15 0 6 15 8 19.8224753 48.2761787
"214" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 26 "Elektrotechnika" "2683H12" "elektromechanik - automatizačná technika                    " "D" "2V" "H" 3 "S " 10 12 11 0 0 0 0 0 33 10 0 33 11 19.8224753 48.2761787
"215" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 33 "Spracúvanie dreva a výroba hudobných nástrojov" "3355H00" "stolár                                                      " "D" "2V" "H" 3 "S " 15 8 8 0 0 0 0 0 31 7 7 31 8 19.8224753 48.2761787
"216" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 45 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka II" "4561H03" "poľnohospodár - služby                                      " "D" "2V" "H" 3 "S " 7 13 0 0 0 0 0 0 20 7 6 20 0 19.8224753 48.2761787
"217" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6475H00" "technicko-administratívny pracovník                         " "D" "2V" "H" 3 "S " 0 0 9 0 0 0 0 0 9 0 5 9 9 19.8224753 48.2761787
"218" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2426K00" "programátor obrábacích a zváracích strojov a zaria          " "D" "3V" "K" 4 "S " 12 0 0 6 0 0 0 0 18 12 0 18 6 19.8224753 48.2761787
"219" "37" "Stredná odborná škola - Szakközépiskola" "Kalinčiakova 1584/8" "Fiľakovo" "LC" "BBSK" 26 "Elektrotechnika" "2697K00" "mechanik elektrotechnik                                     " "D" "3V" "K" 4 "S " 0 0 0 7 0 0 0 0 7 0 11 7 7 19.8224753 48.2761787
"220" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2493L00" "predaj a servis vozidiel                                    " "D" "4V" "L" 2 "S " 14 0 0 0 0 0 0 0 14 14 7 14 0 19.6605032 48.33931
"221" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6421L00" "spoločné stravovanie                                        " "D" "4V" "L" 2 "S " 26 12 0 0 0 0 0 0 38 26 18 38 12 19.6605032 48.33931
"222" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6426L00" "vlasová kozmetika                                           " "D" "4V" "L" 2 "S " 13 0 0 0 0 0 0 0 13 13 8 13 0 19.6605032 48.33931
"223" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2487H00" "autoopravár                                                 " "D" "2V" "H" 3 "S " 19 0 0 0 0 0 0 0 19 19 0 19 0 19.6605032 48.33931
"224" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2487H01" "autoopravár - mechanik                                      " "D" "2V" "H" 3 "S " 0 13 12 0 0 0 0 0 25 0 15 25 12 19.6605032 48.33931
"225" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2487H03" "autoopravár - karosár                                       " "D" "2V" "H" 3 "S " 0 7 9 0 0 0 0 0 16 0 3 16 9 19.6605032 48.33931
"226" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 29 "Potravinárstvo" "2964H00" "cukrár                                                      " "D" "2V" "H" 3 "S " 19 7 8 0 0 0 0 0 34 19 7 34 8 19.6605032 48.33931
"227" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6444H00" "čašník, servírka                                            " "D" "2V" "H" 3 "S " 13 20 16 0 0 0 0 0 49 13 11 49 16 19.6605032 48.33931
"228" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6445H00" "kuchár                                                      " "D" "2V" "H" 3 "S " 12 16 25 0 0 0 0 0 53 12 12 53 25 19.6605032 48.33931
"229" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6456H00" "kaderník                                                    " "D" "2V" "H" 3 "S " 17 18 16 0 0 0 0 0 51 14 17 51 16 19.6605032 48.33931
"230" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 26 "Elektrotechnika" "2682K00" "mechanik počítačových sietí                                 " "D" "3V" "K" 4 "S " 0 0 8 14 0 0 0 0 22 0 9 22 14 19.6605032 48.33931
"231" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 26 "Elektrotechnika" "2697K00" "mechanik elektrotechnik                                     " "D" "3V" "K" 4 "S " 10 10 11 10 0 0 0 0 41 8 7 41 10 19.6605032 48.33931
"232" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 42 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka I" "4210M17" "agropodnikanie - chov koní a jazdectvo                      " "D" "3V" "M" 4 "S " 10 9 12 9 0 0 0 0 40 10 7 40 9 19.6605032 48.33931
"233" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 42 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka I" "4210M18" "agropodnikanie - kynológia                                  " "D" "3V" "M" 4 "S " 12 22 10 0 0 0 0 0 44 12 0 44 0 19.6605032 48.33931
"234" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6362M00" "kozmetička a vizážistka                                     " "D" "3V" "M" 4 "S " 21 16 8 21 0 0 0 0 66 21 10 66 21 19.6605032 48.33931
"235" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6405K00" "pracovník marketingu                                        " "D" "3V" "K" 4 "S " 0 10 9 8 0 0 0 0 27 0 9 27 8 19.6605032 48.33931
"236" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6444K00" "čašník, servírka                                            " "D" "3V" "K" 4 "S " 13 10 0 0 0 0 0 0 23 12 9 23 0 19.6605032 48.33931
"237" "38" "Stredná odborná škola hotelových služieb a dopravy" "Zvolenská cesta 83" "Lučenec" "LC" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6323K00" "hotelová akadémia                                           " "D" "3V" "K" 5 "S " 34 29 23 24 32 0 0 0 142 34 29 108 32 19.6605032 48.33931
"238" "39" "Stredná odborná škola technická" "Dukelských hrdinov 2" "Lučenec" "LC" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3686F00" "stavebná výroba                                             " "D" "1P" "F" 2 "S " 21 17 0 0 0 0 0 0 38 21 0 38 17 19.6571536 48.3313808
"239" "39" "Stredná odborná škola technická" "Dukelských hrdinov 2" "Lučenec" "LC" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3661H00" "murár                                                       " "D" "2V" "H" 3 "S " 0 11 13 0 0 0 0 0 24 0 6 24 13 19.6571536 48.3313808
"240" "39" "Stredná odborná škola technická" "Dukelských hrdinov 2" "Lučenec" "LC" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3668H00" "montér suchých stavieb                                      " "D" "2V" "H" 3 "S " 23 13 9 0 0 0 0 0 45 22 8 45 9 19.6571536 48.3313808
"241" "39" "Stredná odborná škola technická" "Dukelských hrdinov 2" "Lučenec" "LC" "BBSK" 26 "Elektrotechnika" "2682K00" "mechanik počítačových sietí                                 " "D" "3V" "K" 4 "S " 19 22 27 20 0 0 0 0 88 19 36 88 20 19.6571536 48.3313808
"242" "39" "Stredná odborná škola technická" "Dukelských hrdinov 2" "Lučenec" "LC" "BBSK" 26 "Elektrotechnika" "2697K00" "mechanik elektrotechnik                                     " "D" "3V" "K" 4 "S " 11 9 0 0 0 0 0 0 20 11 10 20 0 19.6571536 48.3313808
"243" "39" "Stredná odborná škola technická" "Dukelských hrdinov 2" "Lučenec" "LC" "BBSK" 34 "Polygrafia a médiá" "3447K00" "grafik digitálnych médií                                    " "D" "3V" "K" 4 "S " 25 23 25 24 0 0 0 0 97 25 29 97 24 19.6571536 48.3313808
"244" "39" "Stredná odborná škola technická" "Dukelských hrdinov 2" "Lučenec" "LC" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3656K00" "operátor stavebnej výroby                                   " "D" "3V" "K" 4 "S " 15 0 10 14 0 0 0 0 39 15 3 39 14 19.6571536 48.3313808
"245" "39" "Stredná odborná škola technická" "Dukelských hrdinov 2" "Lučenec" "LC" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3658K00" "mechanik stavebnoinštalačných zariadení                     " "D" "3V" "K" 4 "S " 0 10 0 10 0 0 0 0 20 0 4 20 10 19.6571536 48.3313808
"246" "40" "Stredná priemyselná škola stavebná Oskara Winklera - Winkler Oszkár Épitőipari Szakközépiskola" "B. Němcovej  č. 1" "Lučenec" "LC" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3650M00" "staviteľstvo                                                " "D" "3V" "M" 4 "S " 36 36 34 39 0 0 0 0 145 36 28 70 39 19.6567399 48.3280372
"247" "40" "Stredná priemyselná škola stavebná Oskara Winklera - Winkler Oszkár Épitőipari Szakközépiskola" "B. Němcovej  č. 1" "Lučenec" "LC" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3692M00" "geodézia, kartografia a kataster                            " "D" "3V" "M" 4 "S " 7 8 6 10 0 0 0 0 31 7 9 21 10 19.6567399 48.3280372
"248" "41" "Stredná zdravotnícka škola" "Lúčna 2" "Lučenec" "LC" "BBSK" 53 "Zdravotnícke odbory vzdelávania na SZŠ" "5356N00" "zdravotnícky asistent                                       " "E" "5V" "N" 2 "S " 31 22 0 0 0 0 0 0 53 31 17 53 22 19.657977 48.3270017
"249" "41" "Stredná zdravotnícka škola" "Lúčna 2" "Lučenec" "LC" "BBSK" 53 "Zdravotnícke odbory vzdelávania na SZŠ" "5356M00" "zdravotnícky asistent                                       " "D" "3V" "M" 4 "S " 48 40 55 47 0 0 0 0 190 48 52 102 47 19.657977 48.3270017
"250" "42" "Spojená škola" "Železničná 5" "Poltár" "PT" "BBSK" 29 "Potravinárstvo" "2982L02" "potravinárska výroba - pekárska a cukrárska výroba          " "D" "4V" "L" 2 "S " 9 9 0 0 0 0 0 0 18 9 0 18 9 19.7949064 48.4312124
"251" "42" "Spojená škola" "Železničná 5" "Poltár" "PT" "BBSK" 29 "Potravinárstvo" "2982F00" "potravinárska výroba                                        " "D" "1P" "F" 2 "S " 10 0 0 0 0 0 0 0 10 10 0 10 0 19.7949064 48.4312124
"252" "42" "Spojená škola" "Železničná 5" "Poltár" "PT" "BBSK" 45 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka II" "4579F00" "lesná výroba                                                " "D" "1P" "F" 2 "S " 17 0 0 0 0 0 0 0 17 17 0 17 0 19.7949064 48.4312124
"253" "42" "Spojená škola" "Železničná 5" "Poltár" "PT" "BBSK" 45 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka II" "4512L00" "poľnohospodárstvo                                           " "D" "4V" "L" 2 "S " 4 9 0 0 0 0 0 0 13 4 2 13 9 19.7949064 48.4312124
"254" "42" "Spojená škola" "Železničná 5" "Poltár" "PT" "BBSK" 45 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka II" "4521L00" "lesné hospodárstvo                                          " "D" "4V" "L" 2 "S " 11 9 0 0 0 0 0 0 20 11 0 20 9 19.7949064 48.4312124
"255" "42" "Spojená škola" "Železničná 5" "Poltár" "PT" "BBSK" 29 "Potravinárstvo" "2964H00" "cukrár                                                      " "D" "2V" "H" 3 "S " 19 18 18 0 0 0 0 0 55 19 7 55 18 19.7949064 48.4312124
"256" "42" "Spojená škola" "Železničná 5" "Poltár" "PT" "BBSK" 45 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka II" "4561H02" "poľnohospodár - farmárstvo                                  " "D" "2V" "H" 3 "S " 6 11 11 0 0 0 0 0 28 6 5 28 11 19.7949064 48.4312124
"257" "42" "Spojená škola" "Železničná 5" "Poltár" "PT" "BBSK" 45 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka II" "4575H00" "mechanizátor lesnej výroby                                  " "D" "2V" "H" 3 "S " 17 11 9 0 0 0 0 0 37 17 11 37 9 19.7949064 48.4312124
"258" "43" "Stredná odborná škola" "Gen. Viesta č. 6" "Revúca" "RA" "BBSK" 31 "Textil a odevníctvo" "3178F00" "výroba konfekcie                                            " "D" "1P" "F" 2 "S " 5 6 0 0 0 0 0 0 11 3 4 11 6 20.1255499 48.6796543
"259" "43" "Stredná odborná škola" "Gen. Viesta č. 6" "Revúca" "RA" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3686F00" "stavebná výroba                                             " "D" "1P" "F" 2 "S " 14 6 0 0 0 0 0 0 20 13 0 20 6 20.1255499 48.6796543
"260" "43" "Stredná odborná škola" "Gen. Viesta č. 6" "Revúca" "RA" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6403L00" "podnikanie v remeslách a službách                           " "D" "4V" "L" 2 "S " 18 14 0 0 0 0 0 0 32 6 3 32 14 20.1255499 48.6796543
"261" "43" "Stredná odborná škola" "Gen. Viesta č. 6" "Revúca" "RA" "BBSK" 26 "Elektrotechnika" "2683H11" "elektromechanik - silnoprúdová technika                     " "D" "2V" "H" 3 "S " 6 0 11 0 0 0 0 0 17 3 0 17 11 20.1255499 48.6796543
"262" "43" "Stredná odborná škola" "Gen. Viesta č. 6" "Revúca" "RA" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3661H00" "murár                                                       " "D" "2V" "H" 3 "S " 11 0 7 0 0 0 0 0 18 10 0 18 7 20.1255499 48.6796543
"263" "43" "Stredná odborná škola" "Gen. Viesta č. 6" "Revúca" "RA" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2413K00" "mechanik strojov a zariadení                                " "D" "3V" "K" 4 "S " 13 9 0 7 0 0 0 0 29 12 8 29 7 20.1255499 48.6796543
"264" "43" "Stredná odborná škola" "Gen. Viesta č. 6" "Revúca" "RA" "BBSK" 26 "Elektrotechnika" "2697K00" "mechanik elektrotechnik                                     " "D" "3V" "K" 4 "S " 12 7 0 0 0 0 0 0 19 12 0 19 0 20.1255499 48.6796543
"265" "43" "Stredná odborná škola" "Gen. Viesta č. 6" "Revúca" "RA" "BBSK" 26 "Elektrotechnika" "2675M00" "elektrotechnika                                             " "D" "3V" "M" 4 "S " 0 0 0 7 0 0 0 0 7 0 7 0 7 20.1255499 48.6796543
"266" "44" "Stredná odborná škola - Szakközépiskola" "Šafárikova 56" "Tornaľa" "RA" "BBSK" 31 "Textil a odevníctvo" "3161F00" "praktická žena                                              " "D" "1P" "F" 2 "S " 14 0 0 0 0 0 0 0 14 14 0 14 0 20.3321827 48.4288886
"267" "44" "Stredná odborná škola - Szakközépiskola" "Šafárikova 56" "Tornaľa" "RA" "BBSK" 31 "Textil a odevníctvo" "3178F00" "výroba konfekcie                                            " "D" "1P" "F" 2 "S " 0 21 0 0 0 0 0 0 21 0 2 21 21 20.3321827 48.4288886
"268" "44" "Stredná odborná škola - Szakközépiskola" "Šafárikova 56" "Tornaľa" "RA" "BBSK" 33 "Spracúvanie dreva a výroba hudobných nástrojov" "3383F00" "spracúvanie dreva                                           " "D" "1P" "F" 2 "S " 11 0 0 0 0 0 0 0 11 11 0 11 0 20.3321827 48.4288886
"269" "44" "Stredná odborná škola - Szakközépiskola" "Šafárikova 56" "Tornaľa" "RA" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6403L00" "podnikanie v remeslách a službách                           " "D" "4V" "L" 2 "S " 22 0 0 0 0 0 0 0 22 22 0 22 0 20.3321827 48.4288886
"270" "44" "Stredná odborná škola - Szakközépiskola" "Šafárikova 56" "Tornaľa" "RA" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6411L00" "prevádzka obchodu                                           " "D" "4V" "L" 2 "M " 0 14 0 0 0 0 0 0 14 0 0 14 14 20.3321827 48.4288886
