"ID" "nazov.skoly" "adresa" "obec" "okres" "zriadovateľ" "skupina.odborov.cislo" "skupina.odborov" "odbor" "odbor.nazov" "Forma" "Druh" "stupen.vzdelania" "Dĺžka" "Jazyk" "1." "2." "3." "4." "5." "6." "7." "8." "žiaci.spolu" "novoprijatí.1..ročník.2017" "absolventi.2017" "odborný.výcvik.a.prax" "predpokladani.absolventi.máj.2018" "lat" "lng"
"89" "21" "Stredná odborná škola hotelových služieb a obchodu" "Školská 5" "Banská Bystrica" "BB" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6444K00" "čašník, servírka                                            " "D" "3V" "K" 4 "S " 7 11 10 10 0 0 0 0 38 7 8 38 10 19.1311614 48.7400694
"90" "21" "Stredná odborná škola hotelových služieb a obchodu" "Školská 5" "Banská Bystrica" "BB" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6445K00" "kuchár                                                      " "D" "3V" "K" 4 "S " 13 14 9 9 0 0 0 0 45 13 11 45 9 19.1311614 48.7400694
"91" "21" "Stredná odborná škola hotelových služieb a obchodu" "Školská 5" "Banská Bystrica" "BB" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6323K00" "hotelová akadémia                                           " "D" "3V" "K" 5 "S " 40 40 26 38 43 0 0 0 187 40 40 62 43 19.1311614 48.7400694
"92" "22" "Stredná odborná škola informačných technológií" "Tajovského 30" "Banská Bystrica" "BB" "BBSK" 26 "Elektrotechnika" "2682K00" "mechanik počítačových sietí                                 " "D" "3V" "K" 4 "S " 30 29 30 22 0 0 0 0 111 30 28 111 22 19.1270471 48.7402434
"93" "22" "Stredná odborná škola informačných technológií" "Tajovského 30" "Banská Bystrica" "BB" "BBSK" 34 "Polygrafia a médiá" "3447K00" "grafik digitálnych médií                                    " "D" "3V" "K" 4 "S " 60 60 30 53 0 0 0 0 203 60 51 203 53 19.1270471 48.7402434
"94" "22" "Stredná odborná škola informačných technológií" "Tajovského 30" "Banská Bystrica" "BB" "BBSK" 37 "Doprava, pošty a telekomunikácia" "3778K00" "technik informačných a telekomunikačných technológ          " "D" "3V" "K" 4 "S " 30 29 25 26 0 0 0 0 110 30 24 110 26 19.1270471 48.7402434
"95" "22" "Stredná odborná škola informačných technológií" "Tajovského 30" "Banská Bystrica" "BB" "BBSK" 37 "Doprava, pošty a telekomunikácia" "3792K00" "poštový manipulant                                          " "D" "3V" "K" 4 "S " 0 0 0 9 0 0 0 0 9 0 0 9 9 19.1270471 48.7402434
"96" "22" "Stredná odborná škola informačných technológií" "Tajovského 30" "Banská Bystrica" "BB" "BBSK" 37 "Doprava, pošty a telekomunikácia" "3795K00" "klientský manažér pošty                                     " "D" "3V" "K" 4 "S " 10 10 20 0 0 0 0 0 40 10 0 40 0 19.1270471 48.7402434
"97" "22" "Stredná odborná škola informačných technológií" "Tajovského 30" "Banská Bystrica" "BB" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6405K00" "pracovník marketingu                                        " "D" "3V" "K" 4 "S " 19 20 20 20 0 0 0 0 79 19 22 79 20 19.1270471 48.7402434
"98" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2414L01" "strojárstvo-výroba,montáž a oprava prístrojov,stro          " "D" "4V" "L" 2 "S " 21 9 0 0 0 0 0 0 30 21 0 30 9 19.1305219 48.7404415
"99" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2414L01" "strojárstvo-výroba,montáž a oprava prístrojov,stro          " "E" "4V" "L" 2 "S " 0 0 0 0 0 0 0 0 0 0 9 0 0 19.1305219 48.7404415
"100" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2493L00" "predaj a servis vozidiel                                    " "D" "4V" "L" 2 "S " 0 12 0 0 0 0 0 0 12 0 11 12 12 19.1305219 48.7404415
"101" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 26 "Elektrotechnika" "2675L03" "elektrotechnika-elektronické zariadenia                     " "D" "4V" "L" 2 "S " 0 0 0 0 0 0 0 0 0 0 5 0 0 19.1305219 48.7404415
"102" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 26 "Elektrotechnika" "2682N00" "mechanik počítačových sietí                                 " "E" "5V" "N" 2 "S " 11 9 0 0 0 0 0 0 20 11 20 20 9 19.1305219 48.7404415
"103" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 37 "Doprava, pošty a telekomunikácia" "3757L00" "dopravná prevádzka                                          " "D" "4V" "L" 2 "S " 24 14 0 0 0 0 0 0 38 24 4 38 14 19.1305219 48.7404415
"104" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 37 "Doprava, pošty a telekomunikácia" "3757L00" "dopravná prevádzka                                          " "E" "4V" "L" 2 "S " 0 0 0 0 0 0 0 0 0 0 6 0 0 19.1305219 48.7404415
"105" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2432H00" "puškár                                                      " "D" "2V" "H" 3 "S " 15 0 0 0 0 0 0 0 15 14 0 15 0 19.1305219 48.7404415
"106" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2433H00" "obrábač kovov                                               " "D" "2V" "H" 3 "S " 0 0 10 0 0 0 0 0 10 0 0 10 10 19.1305219 48.7404415
"107" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2487H00" "autoopravár                                                 " "D" "2V" "H" 3 "S " 43 0 0 0 0 0 0 0 43 41 0 43 0 19.1305219 48.7404415
"108" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2487H01" "autoopravár - mechanik                                      " "D" "2V" "H" 3 "S " 0 29 21 0 0 0 0 0 50 0 26 50 21 19.1305219 48.7404415
"109" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2487H02" "autoopravár - elektrikár                                    " "D" "2V" "H" 3 "S " 0 0 11 0 0 0 0 0 11 0 11 11 11 19.1305219 48.7404415
"110" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2487H03" "autoopravár - karosár                                       " "D" "2V" "H" 3 "S " 0 13 0 0 0 0 0 0 13 0 12 13 0 19.1305219 48.7404415
"111" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2487H04" "autoopravár - lakovník                                      " "D" "2V" "H" 3 "S " 0 11 11 0 0 0 0 0 22 0 11 22 11 19.1305219 48.7404415
"112" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 26 "Elektrotechnika" "2683H11" "elektromechanik - silnoprúdová technika                     " "D" "2V" "H" 3 "S " 8 0 0 0 0 0 0 0 8 7 10 8 0 19.1305219 48.7404415
"113" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2426K00" "programátor obrábacích a zváracích strojov a zaria          " "D" "3V" "K" 4 "S " 6 11 9 0 0 0 0 0 26 6 6 26 0 19.1305219 48.7404415
"114" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2495K00" "autotronik                                                  " "D" "3V" "K" 4 "S " 25 21 19 0 0 0 0 0 65 25 0 65 0 19.1305219 48.7404415
"115" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 26 "Elektrotechnika" "2679K00" "mechanik - mechatronik                                      " "D" "3V" "K" 4 "S " 10 11 0 0 0 0 0 0 21 10 0 21 0 19.1305219 48.7404415
"116" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 26 "Elektrotechnika" "2682K00" "mechanik počítačových sietí                                 " "D" "3V" "K" 4 "S " 24 26 31 41 0 0 0 0 122 24 39 122 41 19.1305219 48.7404415
"117" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 26 "Elektrotechnika" "2697K00" "mechanik elektrotechnik                                     " "D" "3V" "K" 4 "S " 20 26 21 20 0 0 0 0 87 20 8 87 20 19.1305219 48.7404415
"118" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 28 "Technická a aplikovaná chémia" "2888K00" "operátor farmaceutickej výroby                              " "D" "3V" "K" 4 "S " 0 0 0 0 0 0 0 0 0 0 7 0 0 19.1305219 48.7404415
"119" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6352M00" "obchod a podnikanie                                         " "D" "3V" "M" 4 "S " 26 20 25 32 0 0 0 0 103 26 32 57 32 19.1305219 48.7404415
"120" "23" "Spojená škola" "Školská 7" "Banská Bystrica" "BB" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6446K00" "kozmetik                                                    " "D" "3V" "K" 4 "S " 11 0 14 9 0 0 0 0 34 8 8 34 9 19.1305219 48.7404415
"121" "24" "Spojená škola" "Kremnička 10" "Banská Bystrica" "BB" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3686F00" "stavebná výroba                                             " "D" "1P" "F" 2 "S " 12 0 0 0 0 0 0 0 12 12 0 12 0 19.1269945 48.6999889
"122" "24" "Spojená škola" "Kremnička 10" "Banská Bystrica" "BB" "BBSK" 33 "Spracúvanie dreva a výroba hudobných nástrojov" "3355H00" "stolár                                                      " "D" "2V" "H" 3 "S " 0 0 5 0 0 0 0 0 5 0 12 5 5 19.1269945 48.6999889
"123" "24" "Spojená škola" "Kremnička 10" "Banská Bystrica" "BB" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3661H00" "murár                                                       " "D" "2V" "H" 3 "S " 9 0 9 0 0 0 0 0 18 9 0 18 9 19.1269945 48.6999889
"124" "24" "Spojená škola" "Kremnička 10" "Banská Bystrica" "BB" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3673H00" "kachliar                                                    " "D" "2V" "H" 3 "S " 0 0 7 0 0 0 0 0 7 0 11 7 7 19.1269945 48.6999889
"125" "24" "Spojená škola" "Kremnička 10" "Banská Bystrica" "BB" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3675H00" "maliar                                                      " "D" "2V" "H" 3 "S " 0 0 4 0 0 0 0 0 4 0 0 4 4 19.1269945 48.6999889
"126" "24" "Spojená škola" "Kremnička 10" "Banská Bystrica" "BB" "BBSK" 34 "Polygrafia a médiá" "3446K00" "grafik tlačových médií                                      " "D" "3V" "K" 4 "S " 11 20 17 13 0 0 0 0 61 11 11 61 13 19.1269945 48.6999889
"127" "24" "Spojená škola" "Kremnička 10" "Banská Bystrica" "BB" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3656K00" "operátor stavebnej výroby                                   " "D" "3V" "K" 4 "S " 17 20 19 20 0 0 0 0 76 17 7 76 20 19.1269945 48.6999889
"128" "24" "Spojená škola" "Kremnička 10" "Banská Bystrica" "BB" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3693K00" "technik energetických zariadení budov                       " "D" "3V" "K" 4 "S " 31 20 13 25 0 0 0 0 89 31 24 89 25 19.1269945 48.6999889
"129" "24" "Spojená škola" "Kremnička 10" "Banská Bystrica" "BB" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3650M00" "staviteľstvo                                                " "D" "3V" "M" 4 "S " 24 23 34 25 0 0 0 0 106 24 28 0 25 19.1269945 48.6999889
"130" "25" "Stredná priemyselná škola Jozefa Murgaša" "Hurbanova 6" "Banská Bystrica" "BB" "BBSK" 25 "Informačné a komunikačné technológie" "2561M00" "informačné a sieťové technológie                            " "D" "3V" "M" 4 "S " 62 0 0 0 0 0 0 0 62 62 0 0 0 19.1360681 48.7357839
"131" "25" "Stredná priemyselná škola Jozefa Murgaša" "Hurbanova 6" "Banská Bystrica" "BB" "BBSK" 25 "Informačné a komunikačné technológie" "2567M00" "multimédiá                                                  " "D" "3V" "M" 4 "S " 30 0 0 0 0 0 0 0 30 30 0 0 0 19.1360681 48.7357839
"132" "25" "Stredná priemyselná škola Jozefa Murgaša" "Hurbanova 6" "Banská Bystrica" "BB" "BBSK" 26 "Elektrotechnika" "2675M00" "elektrotechnika                                             " "D" "3V" "M" 4 "S " 62 91 90 59 0 0 0 0 302 62 61 181 59 19.1360681 48.7357839
"133" "25" "Stredná priemyselná škola Jozefa Murgaša" "Hurbanova 6" "Banská Bystrica" "BB" "BBSK" 26 "Elektrotechnika" "2694M00" "informačné a sieťové technológie                            " "D" "3V" "M" 4 "S " 0 62 59 60 0 0 0 0 181 0 58 121 60 19.1360681 48.7357839
"134" "25" "Stredná priemyselná škola Jozefa Murgaša" "Hurbanova 6" "Banská Bystrica" "BB" "BBSK" 39 "špeciálne technické odbory" "3957M00" "multimédiá                                                  " "D" "3V" "M" 4 "S " 0 30 26 28 0 0 0 0 84 0 29 0 28 19.1360681 48.7357839
"135" "26" "Stredná zdravotnícka škola" "Tajovského 24" "Banská Bystrica" "BB" "BBSK" 53 "Zdravotnícke odbory vzdelávania na SZŠ" "5308M00" "zdravotnícky laborant                                       " "D" "3V" "M" 4 "S " 30 30 30 29 0 0 0 0 119 30 31 119 29 19.1315963 48.7395313
"136" "26" "Stredná zdravotnícka škola" "Tajovského 24" "Banská Bystrica" "BB" "BBSK" 53 "Zdravotnícke odbory vzdelávania na SZŠ" "5311M00" "farmaceutický laborant                                      " "D" "3V" "M" 4 "S " 30 55 30 63 0 0 0 0 178 30 32 178 63 19.1315963 48.7395313
"137" "26" "Stredná zdravotnícka škola" "Tajovského 24" "Banská Bystrica" "BB" "BBSK" 53 "Zdravotnícke odbory vzdelávania na SZŠ" "5356M00" "zdravotnícky asistent                                       " "D" "3V" "M" 4 "S " 29 29 30 27 0 0 0 0 115 29 31 115 27 19.1315963 48.7395313
"138" "26" "Stredná zdravotnícka škola" "Tajovského 24" "Banská Bystrica" "BB" "BBSK" 53 "Zdravotnícke odbory vzdelávania na SZŠ" "5370M00" "masér                                                       " "D" "3V" "M" 4 "S " 30 31 28 29 0 0 0 0 118 30 25 118 29 19.1315963 48.7395313
"139" "27" "Hotelová akadémia" "Malinovského 1" "Brezno" "BR" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6324M00" "manažment regionálneho cestovného ruchu                     " "D" "3V" "M" 4 "S " 0 0 0 18 0 0 0 0 18 0 16 18 18 19.6398252 48.8048966
"140" "27" "Hotelová akadémia" "Malinovského 1" "Brezno" "BR" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6323K00" "hotelová akadémia                                           " "D" "3V" "K" 5 "S " 60 61 55 52 65 0 0 0 293 60 51 233 65 19.6398252 48.8048966
"141" "28" "Obchodná akadémia" "Malinovského 1" "Brezno" "BR" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6317M00" "obchodná akadémia                                           " "D" "3V" "M" 4 "S " 26 23 30 21 0 0 0 0 100 26 23 51 21 19.6398252 48.8048966
"142" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2478F00" "strojárska výroba                                           " "D" "1P" "F" 2 "S " 8 20 0 0 0 0 0 0 28 7 4 28 20 19.639399 48.8040244
"143" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 31 "Textil a odevníctvo" "3178F00" "výroba konfekcie                                            " "D" "1P" "F" 2 "S " 9 9 0 0 0 0 0 0 18 6 4 18 9 19.639399 48.8040244
"144" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2414L01" "strojárstvo-výroba,montáž a oprava prístrojov,stro          " "E" "4V" "L" 2 "S " 12 7 0 0 0 0 0 0 19 8 3 19 7 19.639399 48.8040244
"145" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6403L00" "podnikanie v remeslách a službách                           " "E" "4V" "L" 2 "S " 21 8 0 0 0 0 0 0 29 11 8 29 8 19.639399 48.8040244
"146" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6411L00" "prevádzka obchodu                                           " "D" "4V" "L" 2 "S " 12 0 0 0 0 0 0 0 12 12 0 12 0 19.639399 48.8040244
"147" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6421L00" "spoločné stravovanie                                        " "D" "4V" "L" 2 "S " 19 17 0 0 0 0 0 0 36 16 6 36 17 19.639399 48.8040244
"148" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2423H00" "nástrojár                                                   " "D" "2V" "H" 3 "S " 9 10 6 0 0 0 0 0 25 3 0 25 6 19.639399 48.8040244
"149" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 33 "Spracúvanie dreva a výroba hudobných nástrojov" "3355H00" "stolár                                                      " "D" "2V" "H" 3 "S " 0 0 0 0 0 0 0 0 0 0 3 0 0 19.639399 48.8040244
"150" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6460H00" "predavač                                                    " "D" "2V" "H" 3 "S " 12 8 11 0 0 0 0 0 31 11 5 31 11 19.639399 48.8040244
"151" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6489H00" "hostinský, hostinská                                        " "D" "2V" "H" 3 "S " 22 20 20 0 0 0 0 0 62 13 18 62 20 19.639399 48.8040244
"152" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 23 "Strojárstvo a ostatná kovospracúvacia výroba I" "2381M00" "strojárstvo                                                 " "D" "3V" "M" 4 "S " 9 10 8 0 0 0 0 0 27 8 0 27 0 19.639399 48.8040244
"153" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 26 "Elektrotechnika" "2682K00" "mechanik počítačových sietí                                 " "D" "3V" "K" 4 "S " 12 9 9 17 0 0 0 0 47 10 13 47 17 19.639399 48.8040244
"154" "29" "Stredná odborná škola techniky a služieb" "Laskomerského 3" "Brezno" "BR" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6341M00" "škola podnikania                                            " "D" "3V" "M" 4 "S " 0 0 0 0 0 0 0 0 0 0 8 0 0 19.639399 48.8040244
"155" "30" "Stredná odborná škola lesnícka" "Akademická 16" "Banská Štiavnica" "BS" "BBSK" 42 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka I" "4219M01" "lesníctvo - lesnícka prevádzka                              " "D" "3V" "M" 4 "S " 39 40 41 33 0 0 0 0 153 39 24 153 33 18.8992228 48.4596229
"156" "30" "Stredná odborná škola lesnícka" "Akademická 16" "Banská Štiavnica" "BS" "BBSK" 42 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka I" "4219M02" "lesníctvo - krajinná ekológia                               " "D" "3V" "M" 4 "S " 19 16 26 22 0 0 0 0 83 18 28 83 22 18.8992228 48.4596229
"157" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 31 "Textil a odevníctvo" "3178F00" "výroba konfekcie                                            " "D" "1P" "F" 2 "S " 8 0 0 0 0 0 0 0 8 8 0 8 0 18.9161633 48.4486707
"158" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3686F00" "stavebná výroba                                             " "D" "1P" "F" 2 "S " 10 0 0 0 0 0 0 0 10 9 0 10 0 18.9161633 48.4486707
"159" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3659L00" "stavebníctvo                                                " "D" "4V" "L" 2 "S " 13 6 0 0 0 0 0 0 19 13 3 19 6 18.9161633 48.4486707
"160" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 45 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka II" "4521L00" "lesné hospodárstvo                                          " "D" "4V" "L" 2 "S " 20 17 0 0 0 0 0 0 37 20 2 37 17 18.9161633 48.4486707
"161" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 45 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka II" "4526L00" "mechanizácia poľnohospodárstva a lesného hospodárs          " "D" "4V" "L" 2 "S " 13 0 0 0 0 0 0 0 13 13 4 13 0 18.9161633 48.4486707
"162" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6403L00" "podnikanie v remeslách a službách                           " "D" "4V" "L" 2 "S " 14 0 0 0 0 0 0 0 14 11 1 14 0 18.9161633 48.4486707
"163" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6403L00" "podnikanie v remeslách a službách                           " "E" "4V" "L" 2 "S " 0 0 0 0 0 0 0 0 0 0 9 0 0 18.9161633 48.4486707
"164" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6421L00" "spoločné stravovanie                                        " "D" "4V" "L" 2 "S " 11 11 0 0 0 0 0 0 22 11 2 22 11 18.9161633 48.4486707
"165" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 24 "Strojárstvo a ostatná kovospracúvacia výroba II" "2466H04" "mechanik opravár-lesné stroje a zariadenia                  " "D" "2V" "H" 3 "S " 5 0 0 0 0 0 0 0 5 5 4 5 0 18.9161633 48.4486707
"166" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3661H00" "murár                                                       " "D" "2V" "H" 3 "S " 11 14 10 0 0 0 0 0 35 8 6 35 10 18.9161633 48.4486707
"167" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 45 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka II" "4575H00" "mechanizátor lesnej výroby                                  " "D" "2V" "H" 3 "S " 12 14 14 0 0 0 0 0 40 12 13 40 14 18.9161633 48.4486707
"168" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6456H00" "kaderník                                                    " "D" "2V" "H" 3 "S " 8 0 9 0 0 0 0 0 17 8 4 17 9 18.9161633 48.4486707
"169" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 64 "Ekonomika a organizácia, obchod a služby II" "6489H00" "hostinský, hostinská                                        " "D" "2V" "H" 3 "S " 14 14 13 0 0 0 0 0 41 14 8 41 13 18.9161633 48.4486707
"170" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 45 "Poľnohospodárstvo, lesné hospodárstvo a rozvoj vidieka II" "4556K00" "operátor lesnej techniky                                    " "D" "3V" "K" 4 "S " 18 9 23 14 0 0 0 0 64 18 11 64 14 18.9161633 48.4486707
"171" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6324M00" "manažment regionálneho cestovného ruchu                     " "D" "3V" "M" 4 "S " 8 8 10 8 0 0 0 0 34 6 9 0 8 18.9161633 48.4486707
"172" "31" "Stredná odborná škola služieb a lesníctva" "Kolpašská 1586/9" "Banská Štiavnica" "BS" "BBSK" 63 "Ekonomika a organizácia, obchod a služby I" "6352M00" "obchod a podnikanie                                         " "D" "3V" "M" 4 "S " 8 0 0 0 0 0 0 0 8 6 2 0 0 18.9161633 48.4486707
"173" "32" "Stredná priemyselná škola Samuela Mikovíniho" "Akademická 13" "Banská Štiavnica" "BS" "BBSK" 28 "Technická a aplikovaná chémia" "2840M00" "biotechnológia a farmakológia                               " "D" "3V" "M" 4 "S " 24 25 21 18 0 0 0 0 88 24 13 46 18 18.897997 48.4602618
"174" "32" "Stredná priemyselná škola Samuela Mikovíniho" "Akademická 13" "Banská Štiavnica" "BS" "BBSK" 36 "Stavebníctvo, geodézia a kartografia" "3692M00" "geodézia, kartografia a kataster                            " "D" "3V" "M" 4 "S " 12 15 19 8 0 0 0 0 54 12 11 46 8 18.897997 48.4602618
"175" "32" "Stredná priemyselná škola Samuela Mikovíniho" "Akademická 13" "Banská Štiavnica" "BS" "BBSK" 39 "špeciálne technické odbory" "3916M00" "životné prostredie                                          " "D" "3V" "M" 4 "S " 0 12 0 0 0 0 0 0 12 0 7 12 0 18.897997 48.4602618
"176" "32" "Stredná priemyselná škola Samuela Mikovíniho" "Akademická 13" "Banská Štiavnica" "BS" "BBSK" 82 "Umenie a umeleckoremeselná tvorba I" "8221M00" "dizajn                                                      " "D" "3V" "M" 4 "S " 7 0 7 7 0 0 0 0 21 7 7 7 7 18.897997 48.4602618
"177" "32" "Stredná priemyselná škola Samuela Mikovíniho" "Akademická 13" "Banská Štiavnica" "BS" "BBSK" 82 "Umenie a umeleckoremeselná tvorba I" "8245M05" "konzervátorstvo a reštaurátorstvo-omietky a štukov          " "D" "3V" "M" 4 "S " 8 0 0 7 0 0 0 0 15 8 0 0 7 18.897997 48.4602618
"178" "32" "Stredná priemyselná škola Samuela Mikovíniho" "Akademická 13" "Banská Štiavnica" "BS" "BBSK" 82 "Umenie a umeleckoremeselná tvorba I" "8245M09" "konzervát. a reštaurátor.-papier,staré tlače a kni          " "D" "3V" "M" 4 "S " 8 9 8 4 0 0 0 0 29 8 10 17 4 18.897997 48.4602618
"179" "32" "Stredná priemyselná škola Samuela Mikovíniho" "Akademická 13" "Banská Štiavnica" "BS" "BBSK" 82 "Umenie a umeleckoremeselná tvorba I" "8260M00" "propagačné výtvarníctvo                                     " "D" "3V" "M" 4 "S " 11 10 11 6 0 0 0 0 38 11 7 21 6 18.897997 48.4602618
"180" "32" "Stredná priemyselná škola Samuela Mikovíniho" "Akademická 13" "Banská Štiavnica" "BS" "BBSK" 82 "Umenie a umeleckoremeselná tvorba I" "8261M00" "propagačná grafika                                          " "D" "3V" "M" 4 "S " 0 11 8 8 0 0 0 0 27 0 2 19 8 18.897997 48.4602618
